nose	0	0	0	0.03	0.05	0.08	0.18	0.38	0.41	0.47	0.65	0.75	0.76	0.76	0.86	0.9	0.91	0.92	0.93	0.95	0.98	0.95	0.98
lost									0	0.01	0.02	0.03	0.05	0.03	0.11	0.11	0.16	0.21	0.29	0.31	0.54	0.31	0.55
lips									0.02	0.05	0.09	0.14	0.18	0.24	0.36	0.4	0.45	0.53	0.65	0.63	0.77	0.71	0.84
by									0.01	0.03	0.02	0.04	0.06	0.11	0.11	0.2	0.2	0.28	0.35	0.37	0.51	0.44	0.59
this	0	0.02	0.01	0.01	0.03	0.08	0.14	0.16	0.14	0.18	0.19	0.23	0.24	0.3	0.43	0.45	0.46	0.52	0.61	0.61	0.79	0.64	0.79
spossess									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
get	0	0	0	0.02	0.01	0.01	0.03	0.06	0.06	0.07	0.17	0.22	0.22	0.3	0.44	0.52	0.55	0.61	0.71	0.69	0.87	0.79	0.84
slow									0.01	0.01	0.02	0.06	0.04	0.11	0.1	0.17	0.2	0.28	0.34	0.35	0.54	0.49	0.63
more	0	0	0.01	0.04	0.03	0.09	0.16	0.24	0.3	0.29	0.43	0.51	0.52	0.59	0.7	0.71	0.74	0.77	0.85	0.84	0.93	0.85	0.92
balloon	0	0	0.02	0.05	0.09	0.19	0.32	0.35	0.47	0.4	0.6	0.65	0.69	0.71	0.8	0.84	0.87	0.89	0.91	0.94	0.98	0.93	0.98
teacher	0	0	0	0.01	0	0.01	0	0.02	0.01	0.02	0.05	0.07	0.07	0.09	0.17	0.17	0.29	0.29	0.39	0.39	0.55	0.56	0.65
jar									0.03	0.11	0.13	0.19	0.22	0.31	0.38	0.42	0.31	0.36	0.38	0.47	0.44	0.58	0.57
don't									0.05	0.06	0.09	0.12	0.18	0.19	0.32	0.36	0.42	0.43	0.57	0.6	0.72	0.7	0.72
sleepy	0	0	0	0.01	0	0	0.02	0.03	0.04	0.05	0.1	0.17	0.18	0.24	0.34	0.4	0.46	0.54	0.59	0.57	0.75	0.64	0.76
children									0	0.01	0.02	0.02	0.04	0.02	0.03	0.05	0.1	0.09	0.16	0.14	0.29	0.17	0.34
yesterday									0	0	0.01	0.01	0.01	0.01	0.05	0.09	0.08	0.12	0.15	0.17	0.29	0.27	0.34
pancake									0.05	0.07	0.17	0.23	0.23	0.26	0.41	0.5	0.55	0.58	0.65	0.72	0.8	0.73	0.88
off	0	0	0	0.01	0.01	0.02	0.02	0.09	0.15	0.15	0.34	0.39	0.45	0.46	0.67	0.68	0.71	0.73	0.82	0.82	0.91	0.85	0.93
tomorrow	0	0	0	0	0	0	0	0.01	0.01	0.01	0.03	0.05	0.07	0.05	0.13	0.17	0.21	0.3	0.35	0.41	0.49	0.45	0.59
people	0	0	0	0	0.01	0	0.01	0.05	0.03	0.02	0.09	0.13	0.11	0.13	0.3	0.29	0.33	0.35	0.49	0.55	0.64	0.57	0.72
bowl	0	0	0	0.01	0.01	0.02	0.02	0.1	0.11	0.12	0.26	0.33	0.35	0.42	0.49	0.58	0.64	0.71	0.75	0.76	0.89	0.8	0.95
pencil									0.03	0.03	0.12	0.18	0.18	0.27	0.31	0.35	0.46	0.53	0.61	0.61	0.8	0.72	0.84
bathtub	0	0	0.01	0.02	0.03	0.04	0.09	0.14	0.16	0.16	0.3	0.35	0.39	0.43	0.57	0.62	0.64	0.69	0.81	0.79	0.89	0.79	0.93
tiny									0	0	0.02	0.03	0.04	0.09	0.11	0.15	0.14	0.17	0.26	0.28	0.42	0.38	0.46
can (auxiliary)									0.01	0	0.04	0.07	0.08	0.08	0.2	0.26	0.26	0.36	0.42	0.5	0.63	0.58	0.72
scissors	0	0	0	0	0	0	0	0.03	0.01	0.01	0.06	0.14	0.12	0.19	0.27	0.37	0.41	0.51	0.62	0.59	0.76	0.73	0.82
muffin									0.02	0.04	0.09	0.14	0.21	0.2	0.35	0.33	0.43	0.42	0.51	0.56	0.69	0.67	0.75
monkey	0	0	0	0.01	0.01	0.02	0.03	0.13	0.12	0.2	0.3	0.41	0.43	0.47	0.63	0.68	0.75	0.79	0.85	0.83	0.94	0.85	0.94
feed	0	0	0	0	0	0	0.02	0.02	0.01	0.02	0.05	0.1	0.12	0.12	0.22	0.32	0.33	0.43	0.52	0.54	0.7	0.62	0.75
scarf									0	0	0.03	0.04	0.07	0.09	0.13	0.12	0.15	0.17	0.21	0.21	0.35	0.33	0.42
slipper									0.03	0.02	0.09	0.13	0.14	0.22	0.29	0.36	0.38	0.39	0.52	0.48	0.7	0.57	0.67
lamp	0	0	0	0	0	0	0.01	0.04	0.01	0.02	0.05	0.1	0.14	0.15	0.23	0.26	0.31	0.36	0.4	0.47	0.58	0.5	0.66
lookit / lookit what I got									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cereal	0	0	0.01	0.01	0.01	0.02	0.05	0.1	0.11	0.14	0.3	0.37	0.38	0.49	0.51	0.63	0.68	0.74	0.81	0.77	0.92	0.86	0.94
chocolate									0.03	0.04	0.11	0.14	0.21	0.23	0.38	0.41	0.5	0.51	0.59	0.68	0.79	0.74	0.87
it	0	0	0	0.01	0.01	0.01	0.02	0.06	0.06	0.05	0.1	0.15	0.16	0.16	0.32	0.3	0.39	0.42	0.5	0.58	0.71	0.7	0.78
swim	0	0	0	0.01	0	0	0.01	0.04	0.03	0.07	0.14	0.19	0.19	0.27	0.38	0.48	0.52	0.62	0.64	0.63	0.81	0.75	0.87
read me story Mommy / read me a story Mommy									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
two shoe / two shoes									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
butter	0	0	0	0	0	0	0.01	0.07	0.04	0.05	0.12	0.19	0.24	0.3	0.42	0.44	0.52	0.6	0.68	0.71	0.82	0.73	0.85
close	0	0	0	0.01	0.01	0	0.02	0.11	0.06	0.06	0.14	0.17	0.25	0.25	0.4	0.45	0.51	0.58	0.66	0.66	0.83	0.78	0.86
church*	0	0	0	0	0	0	0.02	0.03	0.03	0.09	0.12	0.18	0.2	0.23	0.28	0.32	0.38	0.45	0.56	0.46	0.57	0.58	0.69
head	0	0	0	0.01	0	0.02	0.01	0.13	0.12	0.17	0.28	0.41	0.41	0.51	0.61	0.7	0.74	0.75	0.8	0.85	0.93	0.87	0.96
build									0.01	0.01	0.03	0.05	0.07	0.11	0.19	0.28	0.32	0.39	0.48	0.51	0.63	0.63	0.76
sister	0.01	0	0.01	0.04	0.02	0.05	0.04	0.05	0.1	0.14	0.16	0.19	0.23	0.27	0.31	0.33	0.37	0.4	0.52	0.41	0.59	0.52	0.66
a lot									0	0.01	0.02	0.04	0.04	0.05	0.12	0.19	0.18	0.27	0.33	0.4	0.49	0.48	0.59
keys	0	0	0.01	0.05	0.04	0.07	0.18	0.26	0.31	0.21	0.38	0.46	0.44	0.41	0.48	0.49	0.67	0.7	0.83	0.72	0.95	0.67	0.85
night night	0.01	0.01	0.04	0.05	0.14	0.17	0.25	0.38	0.41	0.44	0.59	0.67	0.68	0.76	0.78	0.83	0.82	0.87	0.89	0.88	0.95	0.93	0.97
later	0	0	0	0.02	0	0	0	0.01	0.01	0	0.03	0.09	0.09	0.13	0.2	0.28	0.27	0.34	0.42	0.45	0.63	0.53	0.65
turkey									0.04	0.03	0.09	0.16	0.17	0.22	0.32	0.31	0.4	0.45	0.51	0.5	0.66	0.56	0.72
watch (action)	0	0	0	0	0	0.01	0	0.05	0.02	0.03	0.07	0.12	0.16	0.18	0.32	0.36	0.41	0.48	0.54	0.6	0.74	0.7	0.82
stuck									0.04	0.08	0.13	0.16	0.22	0.23	0.34	0.37	0.45	0.43	0.6	0.57	0.76	0.62	0.73
empty	0	0	0	0	0	0	0	0.04	0.03	0.02	0.1	0.14	0.16	0.21	0.26	0.34	0.38	0.45	0.5	0.52	0.68	0.59	0.75
broken	0	0	0	0	0	0	0	0.04	0.04	0.06	0.13	0.2	0.28	0.33	0.49	0.58	0.61	0.67	0.79	0.73	0.89	0.81	0.93
sitted									0	0	0.01	0	0	0	0.02	0	0.02	0.02	0.05	0.06	0.05	0.05	0.03
drop									0.01	0.03	0.07	0.11	0.13	0.15	0.31	0.36	0.42	0.44	0.61	0.54	0.75	0.66	0.82
motorcycle	0	0	0	0	0	0	0.02	0.04	0.03	0.04	0.1	0.14	0.15	0.25	0.34	0.43	0.44	0.53	0.58	0.65	0.78	0.71	0.8
pretzel									0.04	0.05	0.12	0.17	0.19	0.19	0.33	0.34	0.43	0.44	0.46	0.5	0.75	0.59	0.78
write	0	0	0.01	0	0	0	0	0.02	0.01	0.01	0.05	0.11	0.15	0.19	0.26	0.27	0.37	0.39	0.45	0.52	0.64	0.64	0.71
hat	0	0	0.01	0.05	0.03	0.08	0.16	0.25	0.33	0.37	0.54	0.62	0.68	0.69	0.78	0.85	0.85	0.87	0.92	0.89	0.96	0.93	0.95
vacuum	0	0	0.01	0	0.01	0.01	0	0.07	0.06	0.08	0.18	0.26	0.26	0.32	0.39	0.42	0.49	0.57	0.62	0.69	0.8	0.73	0.83
beads	0	0	0	0	0.01	0.01	0.02	0.06	0.05	0.06	0.09	0.12	0.15	0.18	0.2	0.27	0.28	0.3	0.32	0.3	0.49	0.43	0.58
giraffe	0	0	0	0	0	0.01	0.02	0.03	0.07	0.1	0.17	0.22	0.27	0.28	0.39	0.47	0.57	0.54	0.63	0.65	0.83	0.7	0.84
your	0	0	0	0	0	0	0.01	0.02	0.01	0	0.01	0.03	0.05	0.03	0.1	0.14	0.19	0.23	0.32	0.33	0.53	0.49	0.6
shoeses									0.01	0.01	0.02	0.05	0.03	0.03	0.06	0.05	0.06	0.08	0.09	0.08	0.1	0.06	0.08
listen									0	0.01	0.04	0.06	0.08	0.11	0.16	0.26	0.27	0.32	0.4	0.44	0.58	0.59	0.65
turn around									0.02	0.03	0.07	0.14	0.14	0.16	0.26	0.35	0.41	0.47	0.55	0.56	0.71	0.63	0.77
baa baa	0.19	0.21	0.28	0.28	0.32	0.27	0.38	0.39	0.47	0.57	0.61	0.69	0.7	0.63	0.78	0.77	0.79	0.82	0.83	0.82	0.9	0.86	0.92
drawer	0	0	0	0	0	0	0	0.04	0.02	0.02	0.05	0.09	0.08	0.15	0.18	0.24	0.33	0.34	0.49	0.51	0.64	0.58	0.67
push	0	0	0	0	0.01	0.01	0.02	0.05	0.05	0.05	0.12	0.17	0.24	0.27	0.35	0.45	0.51	0.59	0.66	0.69	0.81	0.78	0.84
none	0	0	0	0	0	0	0.01	0.02	0.01	0.02	0.02	0.05	0.06	0.08	0.12	0.13	0.17	0.19	0.24	0.28	0.36	0.37	0.42
has your child begun to combine word yet?									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
open	0	0	0	0.01	0.01	0	0.03	0.11	0.12	0.14	0.28	0.38	0.39	0.44	0.62	0.63	0.71	0.76	0.84	0.84	0.92	0.87	0.93
catch									0.02	0.03	0.09	0.11	0.15	0.2	0.29	0.38	0.47	0.54	0.61	0.64	0.77	0.72	0.83
feet									0.1	0.1	0.25	0.26	0.29	0.28	0.32	0.34	0.48	0.51	0.6	0.58	0.79	0.47	0.67
sticky									0.02	0.05	0.09	0.11	0.17	0.18	0.27	0.32	0.4	0.49	0.49	0.53	0.7	0.63	0.79
dog	0	0.03	0.06	0.19	0.26	0.38	0.48	0.55	0.68	0.72	0.78	0.83	0.82	0.85	0.87	0.94	0.92	0.94	0.98	0.96	0.99	0.97	0.96
hide									0.01	0.02	0.07	0.13	0.18	0.22	0.34	0.4	0.46	0.56	0.58	0.59	0.78	0.73	0.82
wind									0.02	0.03	0.1	0.16	0.16	0.21	0.3	0.37	0.4	0.49	0.49	0.62	0.71	0.64	0.76
breakfast	0	0	0	0	0.01	0.01	0.01	0.05	0.06	0.08	0.15	0.21	0.25	0.32	0.42	0.49	0.54	0.62	0.61	0.69	0.82	0.78	0.87
childs									0	0	0	0.01	0	0	0.01	0	0.01	0.01	0	0.01	0.02	0.01	0.02
kiss	0	0	0.01	0.01	0.01	0.02	0.07	0.14	0.13	0.21	0.32	0.41	0.45	0.51	0.62	0.71	0.75	0.82	0.86	0.84	0.94	0.91	0.94
glass	0	0	0	0	0	0	0.01	0.07	0.03	0.04	0.1	0.16	0.18	0.23	0.32	0.37	0.46	0.5	0.64	0.59	0.75	0.65	0.79
brown									0.02	0.01	0.07	0.11	0.1	0.14	0.25	0.33	0.36	0.43	0.46	0.46	0.66	0.56	0.76
gloves									0.01	0.04	0.07	0.1	0.14	0.14	0.25	0.3	0.36	0.41	0.46	0.48	0.62	0.56	0.66
vagina*									0.02	0.03	0.06	0.11	0.1	0.12	0.18	0.16	0.21	0.24	0.29	0.27	0.41	0.36	0.38
toy (object)	0	0.01	0.01	0.01	0	0.02	0.07	0.14	0.13	0.15	0.32	0.42	0.44	0.51	0.58	0.68	0.71	0.78	0.85	0.84	0.94	0.88	0.96
knife									0.02	0.01	0.1	0.14	0.16	0.24	0.38	0.42	0.47	0.56	0.62	0.66	0.8	0.69	0.83
don't read book / don't want you read that book									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
loud									0.01	0.01	0.05	0.08	0.1	0.16	0.25	0.33	0.37	0.46	0.51	0.51	0.69	0.65	0.82
doggie kiss me / doggie kissed me									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sad									0.01	0.03	0.05	0.09	0.13	0.17	0.26	0.34	0.37	0.45	0.45	0.5	0.72	0.67	0.79
clean (description)	0	0	0	0	0	0	0.01	0.04	0.04	0.08	0.16	0.23	0.28	0.33	0.45	0.49	0.58	0.66	0.7	0.68	0.86	0.76	0.91
with									0	0	0.02	0.04	0.03	0.05	0.18	0.18	0.27	0.29	0.45	0.44	0.62	0.53	0.69
stay									0.01	0.02	0.06	0.08	0.11	0.12	0.26	0.36	0.38	0.43	0.55	0.55	0.72	0.64	0.76
soap	0	0	0.01	0	0	0.01	0.02	0.06	0.07	0.1	0.23	0.3	0.36	0.44	0.52	0.57	0.68	0.75	0.75	0.83	0.91	0.83	0.91
break	0	0	0	0.01	0	0	0	0.03	0.02	0.03	0.09	0.13	0.19	0.22	0.39	0.47	0.49	0.57	0.71	0.64	0.84	0.75	0.9
red	0	0	0	0.01	0.01	0	0.02	0.03	0.06	0.09	0.14	0.21	0.26	0.31	0.45	0.51	0.56	0.64	0.68	0.67	0.83	0.78	0.88
bib	0	0	0.01	0.02	0.01	0.02	0.04	0.14	0.13	0.16	0.3	0.3	0.34	0.36	0.5	0.5	0.57	0.62	0.68	0.63	0.8	0.64	0.76
swing (action)	0	0	0	0	0.01	0.01	0.02	0.07	0.1	0.11	0.21	0.33	0.31	0.38	0.55	0.59	0.62	0.67	0.74	0.71	0.86	0.81	0.89
eated									0	0.01	0.01	0.01	0.02	0	0.03	0.02	0.04	0.04	0.08	0.08	0.08	0.07	0.13
losted									0	0	0	0.01	0	0	0.01	0.01	0.02	0.01	0.02	0.02	0.02	0.01	0.03
bird	0.04	0	0.02	0.09	0.1	0.18	0.25	0.35	0.48	0.47	0.63	0.66	0.76	0.7	0.8	0.84	0.88	0.91	0.95	0.94	0.97	0.93	0.97
woods									0.01	0.01	0.01	0.02	0.02	0.07	0.06	0.09	0.08	0.15	0.19	0.23	0.27	0.26	0.37
draw	0	0	0	0	0	0	0.01	0.03	0.02	0.03	0.09	0.16	0.14	0.26	0.32	0.37	0.46	0.52	0.57	0.59	0.76	0.69	0.83
ed									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
before									0	0	0.01	0	0.01	0.03	0.05	0.08	0.08	0.13	0.22	0.17	0.29	0.3	0.4
chalk									0.02	0.03	0.07	0.12	0.11	0.19	0.28	0.29	0.36	0.39	0.41	0.47	0.64	0.54	0.69
some	0	0	0.01	0.03	0	0.01	0.01	0.04	0.03	0.03	0.09	0.12	0.14	0.18	0.29	0.29	0.38	0.41	0.58	0.58	0.72	0.66	0.78
then									0	0	0	0.01	0.02	0.02	0.03	0.06	0.06	0.12	0.2	0.21	0.28	0.24	0.34
fish (animal)	0	0	0.01	0.03	0.07	0.09	0.19	0.19	0.3	0.35	0.54	0.59	0.59	0.65	0.76	0.82	0.83	0.88	0.91	0.9	0.97	0.94	0.97
climb									0.02	0.04	0.07	0.13	0.15	0.18	0.34	0.37	0.45	0.52	0.57	0.57	0.76	0.7	0.81
where	0	0	0	0.01	0.02	0.01	0.01	0.02	0.05	0.07	0.09	0.12	0.16	0.15	0.31	0.41	0.46	0.5	0.59	0.61	0.78	0.68	0.82
shorts	0	0	0	0.01	0.01	0	0.02	0.06	0.04	0.05	0.11	0.16	0.18	0.23	0.33	0.43	0.47	0.55	0.65	0.71	0.82	0.73	0.81
shoulder									0.01	0.01	0.03	0.11	0.11	0.16	0.24	0.28	0.34	0.4	0.49	0.49	0.62	0.55	0.7
snack									0.05	0.12	0.2	0.22	0.29	0.33	0.4	0.55	0.57	0.61	0.66	0.67	0.8	0.78	0.88
duck	0.01	0.02	0.03	0.07	0.12	0.22	0.22	0.38	0.48	0.52	0.61	0.67	0.72	0.67	0.81	0.85	0.88	0.88	0.95	0.93	0.98	0.91	0.97
myself									0	0	0.01	0.01	0.03	0.02	0.13	0.14	0.14	0.19	0.26	0.26	0.41	0.35	0.47
table	0	0	0	0	0.01	0	0.02	0.09	0.04	0.06	0.16	0.26	0.27	0.31	0.47	0.52	0.59	0.68	0.71	0.74	0.88	0.82	0.91
peas	0	0	0.01	0	0.01	0.02	0.04	0.12	0.12	0.09	0.21	0.29	0.28	0.31	0.37	0.47	0.53	0.54	0.65	0.61	0.73	0.65	0.81
turtle	0	0	0.01	0	0.01	0.02	0.01	0.1	0.11	0.13	0.25	0.34	0.35	0.4	0.47	0.59	0.66	0.69	0.69	0.7	0.88	0.82	0.91
comed									0	0	0	0.01	0.01	0	0.01	0.01	0.01	0.02	0.03	0.03	0.04	0.03	0.04
taked									0	0	0.01	0.01	0.01	0	0.03	0.01	0.02	0.03	0.05	0.06	0.1	0.04	0.09
other	0	0	0	0	0	0	0	0.02	0.01	0	0.03	0.03	0.05	0.08	0.19	0.18	0.23	0.27	0.41	0.38	0.53	0.43	0.56
beach	0	0	0	0	0	0	0.01	0.06	0.05	0.03	0.07	0.15	0.19	0.2	0.27	0.29	0.29	0.41	0.49	0.59	0.68	0.59	0.71
when	0	0	0	0	0	0	0	0.01	0	0	0.01	0.02	0.01	0	0.05	0.06	0.09	0.13	0.26	0.24	0.32	0.35	0.41
donkey	0	0	0.01	0	0.01	0.01	0	0.01	0.03	0.04	0.07	0.12	0.13	0.2	0.25	0.28	0.32	0.32	0.36	0.42	0.58	0.43	0.52
wake									0.01	0.01	0.04	0.06	0.1	0.13	0.23	0.24	0.34	0.43	0.49	0.53	0.7	0.63	0.77
who	0	0	0	0.02	0	0.01	0.02	0.02	0.03	0.04	0.03	0.06	0.07	0.06	0.17	0.22	0.25	0.28	0.45	0.52	0.57	0.54	0.68
their									0	0	0	0.01	0.02	0.02	0.04	0.06	0.06	0.1	0.18	0.18	0.26	0.29	0.29
meat	0	0	0.01	0.01	0	0.01	0.02	0.07	0.04	0.06	0.11	0.17	0.23	0.24	0.29	0.36	0.45	0.48	0.61	0.55	0.7	0.6	0.74
orange (description)									0.04	0.07	0.12	0.22	0.25	0.32	0.4	0.5	0.53	0.58	0.68	0.69	0.82	0.76	0.86
goed									0	0	0.01	0.01	0	0	0.01	0.03	0.04	0.04	0.07	0.05	0.1	0.06	0.13
he									0	0	0.02	0.04	0.06	0.09	0.19	0.21	0.23	0.25	0.4	0.47	0.59	0.57	0.68
cow	0	0	0	0.01	0.01	0.03	0.06	0.16	0.22	0.29	0.47	0.53	0.54	0.54	0.7	0.79	0.8	0.83	0.88	0.84	0.96	0.89	0.95
vanilla									0	0	0.02	0.03	0.05	0.05	0.08	0.09	0.12	0.19	0.19	0.3	0.35	0.35	0.45
rooster	0	0	0	0	0	0.01	0.02	0.04	0.02	0.02	0.05	0.09	0.11	0.15	0.21	0.24	0.32	0.35	0.44	0.48	0.62	0.44	0.61
today	0	0	0	0	0	0	0	0.01	0.01	0	0.02	0.03	0.04	0.04	0.14	0.18	0.21	0.24	0.35	0.41	0.47	0.45	0.63
bicycle	0	0	0	0.01	0.02	0.02	0.03	0.16	0.13	0.15	0.29	0.41	0.4	0.51	0.6	0.67	0.69	0.76	0.81	0.84	0.92	0.89	0.96
nurse									0.01	0.01	0.01	0.02	0.04	0.05	0.08	0.08	0.1	0.14	0.21	0.19	0.3	0.26	0.39
we made this / me and Paul made this									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
wanna/want to									0.06	0.04	0.1	0.17	0.19	0.22	0.35	0.44	0.48	0.51	0.69	0.66	0.79	0.7	0.8
jeans	0	0	0	0.01	0.01	0	0	0.04	0.02	0.03	0.05	0.09	0.12	0.17	0.22	0.24	0.34	0.37	0.41	0.43	0.6	0.54	0.65
animal	0.01	0	0.01	0.01	0.01	0.01	0	0.05	0.05	0.07	0.14	0.22	0.26	0.31	0.44	0.49	0.56	0.55	0.66	0.7	0.81	0.73	0.83
want more juice / want juice in there									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
daddy car / daddy's car									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
you	0	0	0.01	0.01	0.01	0.01	0.02	0.07	0.08	0.08	0.15	0.22	0.24	0.27	0.4	0.47	0.54	0.62	0.66	0.71	0.84	0.76	0.89
lion	0	0	0	0	0	0.01	0.04	0.07	0.09	0.11	0.2	0.28	0.32	0.35	0.48	0.58	0.65	0.69	0.71	0.75	0.9	0.83	0.92
good	0.01	0	0.01	0.02	0.01	0.02	0.03	0.08	0.08	0.13	0.18	0.25	0.28	0.3	0.42	0.44	0.55	0.63	0.74	0.69	0.83	0.79	0.88
boat									0.18	0.22	0.4	0.48	0.52	0.51	0.68	0.72	0.75	0.79	0.85	0.86	0.95	0.86	0.95
flied									0	0	0	0	0	0	0	0.01	0.02	0.03	0.02	0.03	0.06	0.03	0.04
stop	0	0	0.01	0.03	0.02	0.02	0.04	0.13	0.09	0.14	0.2	0.26	0.33	0.42	0.54	0.6	0.66	0.73	0.79	0.75	0.91	0.84	0.91
on	0	0	0	0	0.01	0.01	0.03	0.09	0.14	0.17	0.3	0.34	0.42	0.47	0.63	0.67	0.71	0.72	0.8	0.83	0.92	0.83	0.92
car	0	0	0	0.03	0.05	0.1	0.17	0.3	0.39	0.47	0.66	0.75	0.73	0.78	0.86	0.91	0.91	0.94	0.92	0.95	0.98	0.97	0.99
uncle	0	0.01	0	0.02	0	0.01	0.03	0.03	0.03	0.04	0.12	0.14	0.17	0.21	0.33	0.35	0.42	0.5	0.56	0.55	0.69	0.62	0.75
sheep	0	0	0	0.01	0	0.01	0	0.05	0.08	0.11	0.22	0.32	0.32	0.35	0.45	0.52	0.6	0.66	0.7	0.68	0.85	0.72	0.85
breaked									0	0	0.01	0.02	0.01	0.01	0.06	0.03	0.06	0.05	0.09	0.08	0.13	0.1	0.13
blowed									0	0	0	0	0.01	0.01	0.04	0.04	0.11	0.09	0.11	0.17	0.24	0.16	0.28
soup									0.04	0.05	0.14	0.18	0.28	0.29	0.41	0.47	0.48	0.56	0.58	0.65	0.76	0.69	0.81
not	0	0	0	0.01	0.01	0.01	0.01	0.02	0.02	0.01	0.03	0.05	0.1	0.08	0.17	0.22	0.27	0.32	0.41	0.47	0.64	0.56	0.67
lamb	0	0	0	0	0	0.01	0.02	0.05	0.04	0.03	0.11	0.13	0.13	0.18	0.23	0.35	0.4	0.43	0.52	0.47	0.67	0.46	0.66
crayon									0.05	0.09	0.22	0.29	0.31	0.35	0.53	0.52	0.66	0.71	0.73	0.76	0.88	0.8	0.94
hurry	0	0	0	0	0	0	0	0.02	0.02	0.01	0.05	0.07	0.09	0.13	0.2	0.21	0.31	0.38	0.5	0.43	0.68	0.56	0.72
cook									0.03	0.04	0.12	0.14	0.21	0.26	0.3	0.42	0.49	0.56	0.61	0.61	0.78	0.72	0.81
work (action)									0.04	0.03	0.12	0.14	0.21	0.21	0.36	0.43	0.5	0.55	0.67	0.65	0.81	0.7	0.85
play dough									0.01	0.03	0.07	0.08	0.12	0.18	0.26	0.29	0.37	0.45	0.46	0.5	0.65	0.59	0.73
throw	0	0	0	0	0.01	0	0.02	0.05	0.04	0.06	0.14	0.16	0.19	0.23	0.38	0.48	0.54	0.61	0.66	0.69	0.83	0.76	0.88
moo	0.01	0.02	0.04	0.06	0.06	0.2	0.28	0.29	0.55	0.61	0.71	0.76	0.78	0.76	0.85	0.91	0.9	0.9	0.92	0.9	0.97	0.93	0.97
this little piggy									0.04	0.04	0.11	0.13	0.15	0.18	0.23	0.32	0.4	0.43	0.45	0.52	0.68	0.58	0.71
potato									0.03	0.06	0.11	0.17	0.2	0.22	0.41	0.41	0.47	0.51	0.58	0.61	0.78	0.73	0.78
water (beverage)	0	0	0.02	0.02	0.07	0.09	0.13	0.2	0.3	0.32	0.48	0.58	0.63	0.62	0.75	0.8	0.84	0.86	0.89	0.95	0.95	0.92	0.95
bucket									0.03	0.05	0.09	0.17	0.14	0.24	0.28	0.36	0.41	0.48	0.52	0.54	0.72	0.63	0.78
am									0	0	0.02	0.04	0.05	0.07	0.11	0.16	0.19	0.23	0.35	0.4	0.48	0.47	0.58
bought									0	0	0.01	0.01	0.01	0	0.03	0.04	0.06	0.07	0.15	0.16	0.29	0.2	0.34
those									0.01	0.01	0.03	0.03	0.04	0.03	0.09	0.14	0.16	0.16	0.3	0.27	0.44	0.41	0.49
living room	0	0	0	0	0	0	0	0.03	0.01	0.01	0.04	0.07	0.08	0.1	0.2	0.28	0.28	0.37	0.49	0.49	0.62	0.59	0.71
strawberry									0.06	0.09	0.17	0.21	0.26	0.35	0.43	0.51	0.54	0.61	0.68	0.65	0.8	0.8	0.86
drive	0	0	0	0	0	0	0.01	0.03	0.02	0.03	0.09	0.14	0.16	0.24	0.34	0.45	0.49	0.56	0.62	0.66	0.82	0.75	0.85
brush	0	0	0	0.02	0.01	0.03	0.09	0.11	0.17	0.15	0.32	0.36	0.4	0.44	0.58	0.64	0.69	0.7	0.74	0.79	0.9	0.82	0.92
happy	0	0	0	0.02	0.01	0.01	0.02	0.07	0.07	0.1	0.18	0.23	0.3	0.29	0.41	0.49	0.55	0.6	0.59	0.69	0.79	0.74	0.87
pattycake	0	0	0.02	0.04	0.05	0.04	0.06	0.14	0.08	0.13	0.18	0.23	0.26	0.3	0.35	0.38	0.45	0.5	0.57	0.59	0.73	0.62	0.73
sandwich									0.02	0.03	0.1	0.18	0.19	0.23	0.37	0.44	0.5	0.56	0.61	0.72	0.85	0.79	0.88
medicine	0	0	0	0	0.01	0	0	0.05	0.04	0.05	0.14	0.22	0.22	0.29	0.38	0.46	0.55	0.62	0.71	0.68	0.84	0.75	0.87
foot	0	0.01	0	0.01	0.02	0.02	0.06	0.17	0.14	0.15	0.39	0.44	0.46	0.48	0.63	0.71	0.76	0.84	0.87	0.91	0.95	0.9	0.97
under	0	0	0	0	0	0	0	0.02	0.01	0.01	0.04	0.09	0.1	0.13	0.2	0.28	0.34	0.44	0.48	0.5	0.7	0.61	0.77
telephone	0	0	0.01	0.01	0.02	0.02	0.1	0.16	0.16	0.16	0.32	0.4	0.49	0.54	0.65	0.67	0.72	0.81	0.83	0.87	0.95	0.89	0.96
picture	0	0	0	0.01	0	0.01	0.01	0.07	0.04	0.05	0.18	0.22	0.22	0.28	0.41	0.47	0.56	0.64	0.69	0.72	0.85	0.8	0.89
I want that / I want that one you got									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
does your child ever talk about past events or people who are not present?									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
doctor									0.03	0.05	0.15	0.19	0.24	0.26	0.34	0.39	0.51	0.56	0.64	0.72	0.79	0.76	0.88
